"","place","ward.A","dist.A","reg.A","pwd.A","wd.A","wdr.A","ward.B","dist.B","reg.B","wd.B","wdr.B","dist.A.dist","reg.A.dist","ward.A.dist","dist","dist_sum","acceptWDR"
"96","chikole","usangule","malinyi.dc","morogoro","chikole-usangule-malinyi.dc","usangule-malinyi.dc","usangule-malinyi.dc-morogoro","usangule","malinyi.dc","morogoro","usangule-malinyi.dc","usangule-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"97","chikolopola","chikolopola","masasi.dc","mtwara","chikolopola-chikolopola-masasi.dc","chikolopola-masasi.dc","chikolopola-masasi.dc-mtwara","chikolopola","masasi.dc","mtwara","chikolopola-masasi.dc","chikolopola-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"98","chikoropola.sindano.na.mnavira","sindano.mnavira","masasi.dc","mtwara","chikoropola.sindano.na.mnavira-sindano.mnavira-masasi.dc","sindano.mnavira-masasi.dc","sindano.mnavira-masasi.dc-mtwara","sindano","masasi.dc","mtwara","sindano-masasi.dc","sindano-masasi.dc-mtwara",0,0,0.177777777777778,NA,0.177777777777778,"acceptWDR2"
"99","chikukwe","chikukwe","masasi.dc","mtwara","chikukwe-chikukwe-masasi.dc","chikukwe-masasi.dc","chikukwe-masasi.dc-mtwara","chiwale","masasi.dc","mtwara","chiwale-masasi.dc","chiwale-masasi.dc-mtwara",0,0,0.220238095238095,NA,0.220238095238095,NA
"100","chikuti","msogezi","ulanga.dc","morogoro","chikuti-msogezi-ulanga.dc","msogezi-ulanga.dc","msogezi-ulanga.dc-morogoro","msogezi","ulanga.dc","morogoro","msogezi-ulanga.dc","msogezi-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"101","chilimba","chiungutwa","masasi.dc","mtwara","chilimba-chiungutwa-masasi.dc","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara","chiungutwa","masasi.dc","mtwara","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"102","chilimba.mitonji.lupaso","chiungutwa.mbuyuni.lupaso","masasi.dc","mtwara","chilimba.mitonji.lupaso-chiungutwa.mbuyuni.lupaso-masasi.dc","chiungutwa.mbuyuni.lupaso-masasi.dc","chiungutwa.mbuyuni.lupaso-masasi.dc-mtwara","chiungutwa","masasi.dc","mtwara","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara",0,0,0.2,NA,0.2,"acceptWDR2"
"103","chilulumo","chilulumo","mbeya.dc","mbeya","chilulumo-chilulumo-mbeya.dc","chilulumo-mbeya.dc","chilulumo-mbeya.dc-mbeya","ilungu","mbeya.dc","mbeya","ilungu-mbeya.dc","ilungu-mbeya.dc-mbeya",0,0,0.296296296296296,NA,0.296296296296296,NA
"104","chilulumo","chilulumo","momba.dc","songwe","chilulumo-chilulumo-momba.dc","chilulumo-momba.dc","chilulumo-momba.dc-songwe","chilulumo","momba.dc","songwe","chilulumo-momba.dc","chilulumo-momba.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"105","chilulumo","mkomba","momba.dc","songwe","chilulumo-mkomba-momba.dc","mkomba-momba.dc","mkomba-momba.dc-songwe","kamsamba","momba.dc","songwe","kamsamba-momba.dc","kamsamba-momba.dc-songwe",0,0,0.347222222222222,NA,0.347222222222222,NA
"106","chilungule","mundemu","bahi.dc","dodoma","chilungule-mundemu-bahi.dc","mundemu-bahi.dc","mundemu-bahi.dc-dodoma","mundemu","bahi.dc","dodoma","mundemu-bahi.dc","mundemu-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"107","chilungulu","chilungulu","bahi.dc","dodoma","chilungulu-chilungulu-bahi.dc","chilungulu-bahi.dc","chilungulu-bahi.dc-dodoma","chipanga","bahi.dc","dodoma","chipanga-bahi.dc","chipanga-bahi.dc-dodoma",0,0,0.291666666666667,NA,0.291666666666667,NA
"108","chilungulu","mundemu","bahi.dc","dodoma","chilungulu-mundemu-bahi.dc","mundemu-bahi.dc","mundemu-bahi.dc-dodoma","mundemu","bahi.dc","dodoma","mundemu-bahi.dc","mundemu-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"109","chimala","chimala","mbarali.dc","mbeya","chimala-chimala-mbarali.dc","chimala-mbarali.dc","chimala-mbarali.dc-mbeya","chimala","mbarali.dc","mbeya","chimala-mbarali.dc","chimala-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"110","chimendeli","chimendeli","bahi.dc","dodoma","chimendeli-chimendeli-bahi.dc","chimendeli-bahi.dc","chimendeli-bahi.dc-dodoma","chibelela","bahi.dc","dodoma","chibelela-bahi.dc","chibelela-bahi.dc-dodoma",0,0,0.3,NA,0.3,NA
"111","chingale","temeke","masasi.dc","mtwara","chingale-temeke-masasi.dc","temeke-masasi.dc","temeke-masasi.dc-mtwara","temeke","masasi.tc","mtwara","temeke-masasi.tc","temeke-masasi.tc-mtwara",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"112","chingali","njiwa","malinyi.dc","morogoro","chingali-njiwa-malinyi.dc","njiwa-malinyi.dc","njiwa-malinyi.dc-morogoro","mtimbira","malinyi.dc","morogoro","mtimbira-malinyi.dc","mtimbira-malinyi.dc-morogoro",0,0,0.45,NA,0.45,NA
"113","chingoropi","mkululu","masasi.dc","mtwara","chingoropi-mkululu-masasi.dc","mkululu-masasi.dc","mkululu-masasi.dc-mtwara","mkululu","masasi.dc","mtwara","mkululu-masasi.dc","mkululu-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"114","chinongwe","chinongwe","masasi.dc","mtwara","chinongwe-chinongwe-masasi.dc","chinongwe-masasi.dc","chinongwe-masasi.dc-mtwara","chiungutwa","masasi.dc","mtwara","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara",0,0,0.244444444444444,NA,0.244444444444444,NA
"115","chinongwe","chinongwe","ruangwa.dc","lindi","chinongwe-chinongwe-ruangwa.dc","chinongwe-ruangwa.dc","chinongwe-ruangwa.dc-lindi","chinongwe","ruangwa.dc","lindi","chinongwe-ruangwa.dc","chinongwe-ruangwa.dc-lindi",0,0,0,NA,0,"acceptWDR0"
"116","chinongwe.ruangwa","chinongwe","ruangwa.dc","lindi","chinongwe.ruangwa-chinongwe-ruangwa.dc","chinongwe-ruangwa.dc","chinongwe-ruangwa.dc-lindi","chinongwe","ruangwa.dc","lindi","chinongwe-ruangwa.dc","chinongwe-ruangwa.dc-lindi",0,0,0,NA,0,"acceptWDR0"
"117","chinyika","mpendo","chemba.dc","dodoma","chinyika-mpendo-chemba.dc","mpendo-chemba.dc","mpendo-chemba.dc-dodoma","mpendo","chemba.dc","dodoma","mpendo-chemba.dc","mpendo-chemba.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"118","chipa","lukande","ulanga.dc","morogoro","chipa-lukande-ulanga.dc","lukande-ulanga.dc","lukande-ulanga.dc-morogoro","lukande","ulanga.dc","morogoro","lukande-ulanga.dc","lukande-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"119","chipanga","chipanga","bahi.dc","dodoma","chipanga-chipanga-bahi.dc","chipanga-bahi.dc","chipanga-bahi.dc-dodoma","chipanga","bahi.dc","dodoma","chipanga-bahi.dc","chipanga-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"120","chipole","chipole","masasi.dc","mtwara","chipole-chipole-masasi.dc","chipole-masasi.dc","chipole-masasi.dc-mtwara","chiwale","masasi.dc","mtwara","chiwale-masasi.dc","chiwale-masasi.dc-mtwara",0,0,0.19047619047619,NA,0.19047619047619,NA
"121","chipole","mumbaka","masasi.dc","mtwara","chipole-mumbaka-masasi.dc","mumbaka-masasi.dc","mumbaka-masasi.dc-mtwara","mnavira","masasi.dc","mtwara","mnavira-masasi.dc","mnavira-masasi.dc-mtwara",0,0,0.380952380952381,NA,0.380952380952381,NA
"122","chirombola","chirombola","ulanga.dc","morogoro","chirombola-chirombola-ulanga.dc","chirombola-ulanga.dc","chirombola-ulanga.dc-morogoro","chirombola","ulanga.dc","morogoro","chirombola-ulanga.dc","chirombola-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"123","chita","melela","mlimba","mlimba","chita-melela-mlimba","melela-mlimba","melela-mlimba-mlimba","mkele","mjini","mjini.magharibi","mkele-mjini","mkele-mjini-mjini.magharibi",0.422222222222222,0.355555555555556,0.177777777777778,NA,0.955555555555556,NA
"124","chitandi","nangwala","newala.dc","mtwara","chitandi-nangwala-newala.dc","nangwala-newala.dc","nangwala-newala.dc-mtwara","nandwahi","newala.dc","mtwara","nandwahi-newala.dc","nandwahi-newala.dc-mtwara",0,0,0.25,NA,0.25,NA
"125","chitekete","chitekete","newala.dc","mtwara","chitekete-chitekete-newala.dc","chitekete-newala.dc","chitekete-newala.dc-mtwara","chitekete","newala.dc","mtwara","chitekete-newala.dc","chitekete-newala.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"126","chiungutwa","chiungutwa","masasi.dc","mtwara","chiungutwa-chiungutwa-masasi.dc","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara","chiungutwa","masasi.dc","mtwara","chiungutwa-masasi.dc","chiungutwa-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"127","chiwale","chiwale","masasi.dc","mtwara","chiwale-chiwale-masasi.dc","chiwale-masasi.dc","chiwale-masasi.dc-mtwara","chiwale","masasi.dc","mtwara","chiwale-masasi.dc","chiwale-masasi.dc-mtwara",0,0,0,NA,0,"acceptWDR0"
"128","chiwona","makan.gwa","chamwino.dc","dodoma","chiwona-makan.gwa-chamwino.dc","makan.gwa-chamwino.dc","makan.gwa-chamwino.dc-dodoma","makang.wa","chamwino.dc","dodoma","makang.wa-chamwino.dc","makang.wa-chamwino.dc-dodoma",0,0,0.0370370370370371,NA,0.0370370370370371,"acceptWDR2"
"129","chizomoche","mbabala","bahi.dc","dodoma","chizomoche-mbabala-bahi.dc","mbabala-bahi.dc","mbabala-bahi.dc-dodoma","babayu","bahi.dc","dodoma","babayu-bahi.dc","babayu-bahi.dc-dodoma",0,0,0.253968253968254,NA,0.253968253968254,NA
"130","chonde","makanda","bahi.dc","dodoma","chonde-makanda-bahi.dc","makanda-bahi.dc","makanda-bahi.dc-dodoma","makanda","bahi.dc","dodoma","makanda-bahi.dc","makanda-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"131","chonde","manda","mpanda.dc","katavi","chonde-manda-mpanda.dc","manda-mpanda.dc","manda-mpanda.dc-katavi","mpanda.ndogo","mpanda.dc","katavi","mpanda.ndogo-mpanda.dc","mpanda.ndogo-mpanda.dc-katavi",0,0,0.194444444444444,NA,0.194444444444444,"acceptWDR2"
"132","chonga","myula","nkasi.dc","rukwa","chonga-myula-nkasi.dc","myula-nkasi.dc","myula-nkasi.dc-rukwa","kala","nkasi.dc","rukwa","kala-nkasi.dc","kala-nkasi.dc-rukwa",0,0,0.366666666666667,NA,0.366666666666667,NA
"133","chunya.mjini","chunya.mjini","chunya.dc","mbeya","chunya.mjini-chunya.mjini-chunya.dc","chunya.mjini-chunya.dc","chunya.mjini-chunya.dc-mbeya","chokaa","chunya.dc","mbeya","chokaa-chunya.dc","chokaa-chunya.dc-mbeya",0,0,0.416666666666667,NA,0.416666666666667,NA
"134","dar","pugu","ilala.mc","dar.es.salaam","dar-pugu-ilala.mc","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"135","dar.es.salaam","dar.es.salaam","dar.es.salaam","dar.es.salaam","dar.es.salaam-dar.es.salaam-dar.es.salaam","dar.es.salaam-dar.es.salaam","dar.es.salaam-dar.es.salaam-dar.es.salaam","mwananyamala","kinondoni.mc","dar.es.salaam","mwananyamala-kinondoni.mc","mwananyamala-kinondoni.mc-dar.es.salaam",0.506410256410256,0,0.42948717948718,NA,0.935897435897436,NA
"136","dar.es.salaam","kiwalani","ilala.mc","dar.es.salaam","dar.es.salaam-kiwalani-ilala.mc","kiwalani-ilala.mc","kiwalani-ilala.mc-dar.es.salaam","kiwalani","ilala.mc","dar.es.salaam","kiwalani-ilala.mc","kiwalani-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"137","dar.es.salaam","pugu","dar.es.salaam","dar.es.salaam","dar.es.salaam-pugu-dar.es.salaam","pugu-dar.es.salaam","pugu-dar.es.salaam-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0.575854700854701,0,0,NA,0.575854700854701,"acceptWDR1"
"138","dar.es.salaam","pugu","ilala.mc","dar.es.salaam","dar.es.salaam-pugu-ilala.mc","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"139","dar.es.salaam","pugu","pugu","pugu","dar.es.salaam-pugu-pugu","pugu-pugu","pugu-pugu-pugu","luegu","namtumbo.dc","ruvuma","luegu-namtumbo.dc","luegu-namtumbo.dc-ruvuma",0.553030303030303,0.388888888888889,0.216666666666667,NA,1.15858585858586,NA
"140","dar.es.salam","pugu","temeke.mc","dar.es.salaam","dar.es.salam-pugu-temeke.mc","pugu-temeke.mc","pugu-temeke.mc-dar.es.salaam","kiburugwa","temeke.mc","dar.es.salaam","kiburugwa-temeke.mc","kiburugwa-temeke.mc-dar.es.salaam",0,0,0.425925925925926,NA,0.425925925925926,NA
"141","dar.eslaam","pugu","ilala.mc","dar.es.salaam","dar.eslaam-pugu-ilala.mc","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"142","daresalamu","pugu","pugu","pugu","daresalamu-pugu-pugu","pugu-pugu","pugu-pugu-pugu","luegu","namtumbo.dc","ruvuma","luegu-namtumbo.dc","luegu-namtumbo.dc-ruvuma",0.553030303030303,0.388888888888889,0.216666666666667,NA,1.15858585858586,NA
"143","daressalam","vingunguti","ilala.mc","dar.es.salaam","daressalam-vingunguti-ilala.mc","vingunguti-ilala.mc","vingunguti-ilala.mc-dar.es.salaam","vingunguti","ilala.mc","dar.es.salaam","vingunguti-ilala.mc","vingunguti-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"144","dilibu","itenka","nsimbo.dc","katavi","dilibu-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"145","dilifu","ilembo","mpanda.dc","katavi","dilifu-ilembo-mpanda.dc","ilembo-mpanda.dc","ilembo-mpanda.dc-katavi","ilembo","mpanda.mc","katavi","ilembo-mpanda.mc","ilembo-mpanda.mc-katavi",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"146","ditima","guduwi","bariadi.dc","simiyu","ditima-guduwi-bariadi.dc","guduwi-bariadi.dc","guduwi-bariadi.dc-simiyu","guduwi","bariadi.tc","simiyu","guduwi-bariadi.tc","guduwi-bariadi.tc-simiyu",0.0666666666666668,0,0,NA,0.0666666666666668,"acceptWDR1"
"147","dodoma","dodoma","chamwino.bahi","chamwino.bahi","dodoma-dodoma-chamwino.bahi","dodoma-chamwino.bahi","dodoma-chamwino.bahi-chamwino.bahi","dodo","chake.chake","kusini.pemba","dodo-chake.chake","dodo-chake.chake-kusini.pemba",0.386557886557886,0.39957264957265,0.111111111111111,NA,0.897241647241647,NA
"148","dodoma","dodoma","dodoma.cc","dodoma","dodoma-dodoma-dodoma.cc","dodoma-dodoma.cc","dodoma-dodoma.cc-dodoma","dom.makulu","dodoma.cc","dodoma","dom.makulu-dodoma.cc","dom.makulu-dodoma.cc-dodoma",0,0,0.311111111111111,NA,0.311111111111111,NA
"149","dodoma","dodoma.mjini","dodoma.cc","dodoma","dodoma-dodoma.mjini-dodoma.cc","dodoma.mjini-dodoma.cc","dodoma.mjini-dodoma.cc-dodoma","dom.makulu","dodoma.cc","dodoma","dom.makulu-dodoma.cc","dom.makulu-dodoma.cc-dodoma",0,0,0.383333333333333,NA,0.383333333333333,NA
"150","dodoma","kisasa","dodoma.cc","dodoma","dodoma-kisasa-dodoma.cc","kisasa-dodoma.cc","kisasa-dodoma.cc-dodoma","ipala","dodoma.cc","dodoma","ipala-dodoma.cc","ipala-dodoma.cc-dodoma",0,0,0.3,NA,0.3,NA
"151","dodoma","kizota","dodoma.cc","dodoma","dodoma-kizota-dodoma.cc","kizota-dodoma.cc","kizota-dodoma.cc-dodoma","kizota","dodoma.cc","dodoma","kizota-dodoma.cc","kizota-dodoma.cc-dodoma",0,0,0,NA,0,"acceptWDR0"
"152","dodoma","msalato","bahi.dc","dodoma","dodoma-msalato-bahi.dc","msalato-bahi.dc","msalato-bahi.dc-dodoma","mpalanga","bahi.dc","dodoma","mpalanga-bahi.dc","mpalanga-bahi.dc-dodoma",0,0,0.30952380952381,NA,0.30952380952381,NA
"153","dodoma","msalato","dodoma.cc","dodoma","dodoma-msalato-dodoma.cc","msalato-dodoma.cc","msalato-dodoma.cc-dodoma","msalato","dodoma.cc","dodoma","msalato-dodoma.cc","msalato-dodoma.cc-dodoma",0,0,0,NA,0,"acceptWDR0"
"154","dodoma","nala","dodoma.cc","dodoma","dodoma-nala-dodoma.cc","nala-dodoma.cc","nala-dodoma.cc-dodoma","nala","dodoma.cc","dodoma","nala-dodoma.cc","nala-dodoma.cc-dodoma",0,0,0,NA,0,"acceptWDR0"
"155","dodoma.mjini","kizota","dodoma.cc","dodoma","dodoma.mjini-kizota-dodoma.cc","kizota-dodoma.cc","kizota-dodoma.cc-dodoma","kizota","dodoma.cc","dodoma","kizota-dodoma.cc","kizota-dodoma.cc-dodoma",0,0,0,NA,0,"acceptWDR0"
"156","dodoma.na.dar.es.salaam","dodoma.na.dar.es.salaam","dodoma.cc","dodoma","dodoma.na.dar.es.salaam-dodoma.na.dar.es.salaam-dodoma.cc","dodoma.na.dar.es.salaam-dodoma.cc","dodoma.na.dar.es.salaam-dodoma.cc-dodoma","mbalawala","dodoma.cc","dodoma","mbalawala-dodoma.cc","mbalawala-dodoma.cc-dodoma",0,0,0.40901771336554,NA,0.40901771336554,NA
"157","donselo","mwamapalala","itilima.dc","simiyu","donselo-mwamapalala-itilima.dc","mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu","mwamapalala","itilima.dc","simiyu","mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"158","donselo","mwampalala","itilima.dc","simiyu","donselo-mwampalala-itilima.dc","mwampalala-itilima.dc","mwampalala-itilima.dc-simiyu","mwamapalala","itilima.dc","simiyu","mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu",0,0,0.13030303030303,NA,0.13030303030303,"acceptWDR2"
"159","doselo","mwamapalala","itilima.dc","simiyu","doselo-mwamapalala-itilima.dc","mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu","mwamapalala","itilima.dc","simiyu","mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"160","dsm","vingunguti","ilala.mc","dar.es.salaam","dsm-vingunguti-ilala.mc","vingunguti-ilala.mc","vingunguti-ilala.mc-dar.es.salaam","vingunguti","ilala.mc","dar.es.salaam","vingunguti-ilala.mc","vingunguti-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"161","dsm.pugu","pugu","ilala.mc","dar.es.salaam","dsm.pugu-pugu-ilala.mc","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam",0,0,0,NA,0,"acceptWDR0"
"162","dua","kasololo","misungwi.dc","mwanza","dua-kasololo-misungwi.dc","kasololo-misungwi.dc","kasololo-misungwi.dc-mwanza","kasololo","misungwi.dc","mwanza","kasololo-misungwi.dc","kasololo-misungwi.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"163","dudulu","dudulu","itilima.dc","simiyu","dudulu-dudulu-itilima.dc","dudulu-itilima.dc","dudulu-itilima.dc-simiyu","lugulu","itilima.dc","simiyu","lugulu-itilima.dc","lugulu-itilima.dc-simiyu",0,0,0.222222222222222,NA,0.222222222222222,NA
"164","dumila.nyumbani","dumila","kilosa.dc","morogoro","dumila.nyumbani-dumila-kilosa.dc","dumila-kilosa.dc","dumila-kilosa.dc-morogoro","dumila","kilosa.dc","morogoro","dumila-kilosa.dc","dumila-kilosa.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"165","dumila.nyumbani","magole","kilosa.dc","morogoro","dumila.nyumbani-magole-kilosa.dc","magole-kilosa.dc","magole-kilosa.dc-morogoro","magole","kilosa.dc","morogoro","magole-kilosa.dc","magole-kilosa.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"166","dungo","mziha","mvomero.dc","morogoro","dungo-mziha-mvomero.dc","mziha-mvomero.dc","mziha-mvomero.dc-morogoro","mhonda","mvomero.dc","morogoro","mhonda-mvomero.dc","mhonda-mvomero.dc-morogoro",0,0,0.3,NA,0.3,NA
"167","dungo","mziha","mvomero.dc","morogoro","dungo-mziha-mvomero.dc","mziha-mvomero.dc","mziha-mvomero.dc-morogoro","mtibwa","mvomero.dc","morogoro","mtibwa-mvomero.dc","mtibwa-mvomero.dc-morogoro",0,0,0.3,NA,0.3,NA
"168","dutwa","dutwa","bariadi.dc","simiyu","dutwa-dutwa-bariadi.dc","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"169","dutwa.mwasamba","dutwa.lamadi","bariadi.busega","bariadi.busega","dutwa.mwasamba-dutwa.lamadi-bariadi.busega","dutwa.lamadi-bariadi.busega","dutwa.lamadi-bariadi.busega-bariadi.busega","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu",0.20952380952381,0.428571428571429,0.194444444444444,NA,0.832539682539683,NA
"170","etoo","minepa","ulanga.dc","morogoro","etoo-minepa-ulanga.dc","minepa-ulanga.dc","minepa-ulanga.dc-morogoro","minepa","ulanga.dc","morogoro","minepa-ulanga.dc","minepa-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"171","etoo.kivukoni","minepa","ulanga.dc","morogoro","etoo.kivukoni-minepa-ulanga.dc","minepa-ulanga.dc","minepa-ulanga.dc-morogoro","minepa","ulanga.dc","morogoro","minepa-ulanga.dc","minepa-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"172","faranji","igava","momba.dc","songwe","faranji-igava-momba.dc","igava-momba.dc","igava-momba.dc-songwe","igamba","mbozi.dc","songwe","igamba-mbozi.dc","igamba-mbozi.dc-songwe",0.222222222222222,0,0.177777777777778,NA,0.4,NA
"173","faranji","igava","momba.dc","songwe","faranji-igava-momba.dc","igava-momba.dc","igava-momba.dc-songwe","ivuna","momba.dc","songwe","ivuna-momba.dc","ivuna-momba.dc-songwe",0,0,0.4,NA,0.4,NA
"174","faranji","igava","momba.dc","songwe","faranji-igava-momba.dc","igava-momba.dc","igava-momba.dc-songwe","mpapa","momba.dc","songwe","mpapa-momba.dc","mpapa-momba.dc-songwe",0,0,0.4,NA,0.4,NA
"175","farm.17","nachingwea","masasi.dc","mtwara","farm.17-nachingwea-masasi.dc","nachingwea-masasi.dc","nachingwea-masasi.dc-mtwara","nanganga","masasi.dc","mtwara","nanganga-masasi.dc","nanganga-masasi.dc-mtwara",0,0,0.291666666666667,NA,0.291666666666667,NA
"176","farm.17.nachingwea.mihima.lukuledi.mpanyani.ndomoni","nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi","farm.17.nachingwea.mihima.lukuledi.mpanyani.ndomoni-nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi","nangwa","hanang.dc","manyara","nangwa-hanang.dc","nangwa-hanang.dc-manyara",0.379298941798942,0.420634920634921,0.261904761904762,NA,1.06183862433862,NA
"177","finga","finga","sumbawanga.dc","rukwa","finga-finga-sumbawanga.dc","finga-sumbawanga.dc","finga-sumbawanga.dc-rukwa","mfinga","sumbawanga.dc","rukwa","mfinga-sumbawanga.dc","mfinga-sumbawanga.dc-rukwa",0,0,0.0555555555555556,NA,0.0555555555555556,"acceptWDR2"
"178","fitumbi","magunga","chunya.dc","mbeya","fitumbi-magunga-chunya.dc","magunga-chunya.dc","magunga-chunya.dc-mbeya","matundasi","chunya.dc","mbeya","matundasi-chunya.dc","matundasi-chunya.dc-mbeya",0,0,0.243386243386243,NA,0.243386243386243,NA
"179","gagabali","nyakabindi","bariadi.tc","simiyu","gagabali-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"180","gambosi","gambosi","bariadi.dc","simiyu","gambosi-gambosi-bariadi.dc","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu","gambosi","bariadi.dc","simiyu","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"181","gasima","gasuma","bariadi.dc","simiyu","gasima-gasuma-bariadi.dc","gasuma-bariadi.dc","gasuma-bariadi.dc-simiyu","gambosi","bariadi.dc","simiyu","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu",0,0,0.357142857142857,NA,0.357142857142857,NA
"182","gasuma","gasuma","bariadi.dc","simiyu","gasuma-gasuma-bariadi.dc","gasuma-bariadi.dc","gasuma-bariadi.dc-simiyu","gambosi","bariadi.dc","simiyu","gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu",0,0,0.357142857142857,NA,0.357142857142857,NA
"183","gatuli","ngh.undi","kwimba.dc","mwanza","gatuli-ngh.undi-kwimba.dc","ngh.undi-kwimba.dc","ngh.undi-kwimba.dc-mwanza","ng.hundi","kwimba.dc","mwanza","ng.hundi-kwimba.dc","ng.hundi-kwimba.dc-mwanza",0,0,0.0416666666666667,NA,0.0416666666666667,"acceptWDR2"
"184","gatuli","nhundi","kwimba.dc","mwanza","gatuli-nhundi-kwimba.dc","nhundi-kwimba.dc","nhundi-kwimba.dc-mwanza","ng.hundi","kwimba.dc","mwanza","ng.hundi-kwimba.dc","ng.hundi-kwimba.dc-mwanza",0,0,0.0833333333333334,NA,0.0833333333333334,"acceptWDR2"
