"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","1. What are the activities that you are doing in this market today?","If other, specify","Type of place (see mrktc_lkpsell_placetype)","If other specify","Name of place","Ward","District","3. What is your main reason for selling these sheep and/ or goats?","If other, specify","4. How were sheep/ goats transported to the market? (see mrktc_lkpsell_trans)","If other, specify","5. Do you also sell other animal species apart from sheep and goats?","If yes, out of all the species that you sell, which species do you sell the most?","If other, specify","Will you transport the sheep/ goats you are buying today?","Type of place (see mrktc_lkpplacetype)","If other, specify","Name of place","Ward","District","7. What is your main reason for buying these small ruminants?","If other, specify","8. How will you transport these small ruminants that you are buying (see mrktc_lkpsell_trans)","If other, specify","9. What criteria do you use to decide which small ruminants to buy?","If other, specify","10. What other species of animals do you buy apart from sheep and goats?","If other, specify","11. If the prices of sheep and goats increase for some reason e.g. a shortage of animals due to disease, will you still buy them?","If no, which other species will you consider instead?","If other, specify","If yes, how much of an increase in the current price of sheep and goat (unit price of live animal) will cause you to change your purchasing behaviour to another animal species","12. How many times in a month do you buy or sell sheep and /or goats in this market?","Unique Row Identifier (UUID)"
"1222858","1","1","1 3","","1","","Entarara,kuku,inkisachani,imarlal,illasit","Rombo","Kajiado south ","1 2","","2","","0","","","1","3","","Kimana,rombo","Kimana","Kajiado south ","1","","2","","1 3","","-66","None","1","","","1500","12","46b4e7d2-4ff1-11ed-924d-040300000000"
"1223284","1","1","3","","1","","Robarisia","Ikerege/Bukira cental","Kuria west","1","","1","","1","1","","1","1","","Robarisia","Ikerege/Bukira central","Kuria west","1","","1","","1 3 8","","1","","1","","","1000","8","591f510b-50ba-11ed-924d-040300000000"
"1223285","1","1","1","","1","","Nyarombo","Wasimbete","Suna west","4","","-66","Motorcycle","0","","","","","","","","","","","","","","","","","","","","","","606bf86d-50ba-11ed-924d-040300000000"
"1223286","1","1","3","","1","","Piny oyie","Wasimbete","Suna west","1","","1","","0","","","1","1","","Ngochone petals","Wasimbete","Suna west","1","","1","","1 2 3","","1","","1","","","500","8","69fe5db4-50ba-11ed-924d-040300000000"
"1223287","1","1","1","","1","","Mabera","Tagare","Kuria west","4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","7a786589-50ba-11ed-924d-040300000000"
"1223288","1","1","1","","1","","Iraha","Nyamosense","Kuria west","4 -66","Famine","1","","1","1","","","","","","","","","","","","","","","","","","","","","4d2db462-50ba-11ed-924d-040300000000"
"1223289","1","1","1","","1","","Ngisiru","Tagare","Kuria west","3","","1","","0","","","","","","","","","","","","","","","","","","","","","","555a87cd-50ba-11ed-924d-040300000000"
"1223290","1","1","3","","3","","Suba Kuria","Tagare","Kuria West ","1","","-77","","0","","","1","1","","Magoto","Wasweta II ","Suna West ","1","","1","","4 1","","-66","None","1","","","500","8","701e8718-50ba-11ed-924d-040300000000"
"1223291","1","1","3","","3","","Suba Kuria","Tagare","Kuria West ","1","","-77","","0","","","1","1","","Magoto","Wasweta II ","Suna West ","1","","2","","1 8 -66","Presence  and condition of the teeth","-66","None","1","","","1000","8","66688b2f-50ba-11ed-924d-040300000000"
"1223293","1","1","3","","1","","Iraha","Nyamosense/Komosoko","Kuria West ","1","","1","","0","","","1","1","","Iraha","Nyamosense/Komosoko ","Kuria West ","1","","1","","1 8 4","","-66","None","1","","","500","8","65b0473a-50ba-11ed-924d-040300000000"
"1223294","1","1","3","","3","","Suba Kuria","Tagare ","Kuria West ","1","","-77","","0","","","1","1","","Nyamekoma","Tagare","Kuria West ","1","","1","","3 1 8 -66","Teeth, eye problems, lameness","-66","None","1","","","100","4","5eb9ca20-50ba-11ed-924d-040300000000"
"1223295","1","1","3","","1","","Karamu","Tagare","Kuria West ","1","","2","","0","","","1","1","","Karamu","Tagare","Kuria West ","1","","1","","2","","-66","None","1","","","500","8","6be9b6bc-50ba-11ed-924d-040300000000"
"1223296","1","1","3","","1","","Nyamekoma","Tagare","Kuria West ","1","","1","","0","","","1","","","Nyamekoma","Tagare","Kuria West ","1","","1","","1","","-66","None","1","","","500","8","557d0237-50ba-11ed-924d-040300000000"
"1223297","1","1","3","","1","","Mabera","Tagare","Kuria West","1 2 3 4 5 6","","1","","1","1","","1","1","","Komorege","Tagare","Kuria West","1 2","","1","","1 3 4 8","","1","","0","1","","","4","5d358160-50ba-11ed-924d-040300000000"
"1223298","1","1","1","","1","","Kibasi","Tagare","Kuria West","3 2","","1","","0","","","","","","","","","","","","","","","","","","","","","","6de4d898-50ba-11ed-924d-040300000000"
"1223299","1","1","3","","1","","Suna south","Wasweta ll","Suna West","1 2 5","","2","","1","1","","1","1","","Suna south","Wasweta ll","Suna West","1 2","","2","","1 3 5","","1","","1","","","1500","8","709b1b05-50ba-11ed-924d-040300000000"
"1223300","1","1","1","","1","","Motamorabu","Tagare","Kuria West","2 3 4","","1","","0","","","","","","","","","","","","","","","","","","","","","","71b044ce-50ba-11ed-924d-040300000000"
"1223301","1","1","4","","","","","","","","","","","","","","1","1","","Ikerege","Bukira Central ","Kuria West","2 3","","1","","1 3 4 5","","4","","1","","","2000","1","6334eabc-50ba-11ed-924d-040300000000"
"1223302","1","1","4","","","","","","","","","","","","","","1","2","","Migori","Suna Central","Suna East","8","","2","","1 3 4","","4","","1","","","1500","8","471a2ba0-50ba-11ed-924d-040300000000"
"1223362","1","1","1","","1","","Eluai/Sompeti","Kimana","Kajiado South","-66 2 4","Purshase Animal feeds","1","","1","1","","","","","","","","","","","","","","","","","","","","","67ca858a-50ba-11ed-924d-040300000000"
"1223363","1","1","1","","1","","Olchoro","Entonet/Lenkisim","Kajiado South","4","","1","","0","","","","","","","","","","","","","","","","","","","","","","560f5d45-50ba-11ed-924d-040300000000"
"1223364","1","1","1","","1","","Embirika","Entonet/Lenkisim","Kajiado South","2 4","","2","","1","1","","","","","","","","","","","","","","","","","","","","","55bd675f-50ba-11ed-924d-040300000000"
"1223365","1","1","1","","1","","Sompeti","Kuku","Kajiado south","2 4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","624ab275-50ba-11ed-924d-040300000000"
"1223366","1","1","1","","1","","Ilasit","KUKU","Kajiado South","-66","Capital raise for Farming..Maize/Beans","2","","1","1","","","","","","","","","","","","","","","","","","","","","4d1e0a96-50ba-11ed-924d-040300000000"
"1223367","1","1","1","","1","","Ontuli","Rombo","Kajiado South","2 4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","5bca71f8-50ba-11ed-924d-040300000000"
"1223368","1","1","1","","1","","Kimana/ Noted among the villegers","Kimana","Kajiado South","2 4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","7440c2d5-50ba-11ed-924d-040300000000"
"1223370","1","1","1","","1","","Rorika","Kimana","Kajiado South","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","6cfc05df-50ba-11ed-924d-040300000000"
"1223371","1","1","2","","1","","Ilasit","Rombo","Kajiado South","1","","1","","0","","","0","","","","","","1","","2","","1 2","","-66","None","1","","","500","4","59d80483-50ba-11ed-924d-040300000000"
"1223375","1","1","1","","1","","Merueshi","Kimana","Kajiado South","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","7cf3833d-50ba-11ed-924d-040300000000"
"1223376","1","1","1","","1","","inkoisuk","Kamana","Kijiado South","2 4 -66","Animal feed purchase","2","","1","1","","","","","","","","","","","","","","","","","","","","","76ae9473-50ba-11ed-924d-040300000000"
"1223377","1","1","3","","3","","Kimana","Kimana","Kajiado South","1","","-66","Buy ad sale in same market.","0","","","0","","","","","","1","","-66","Buy and sale in the same market","1 2","","1","","1","","","1000","4","7ca49289-50ba-11ed-924d-040300000000"
"1223378","1","1","2","","1","","Kimana","Kimana","Kajiado South.","1","","2","","0","","","0","","","","","","-66","The sheep and goats belong to my clients as a Broker..","2","","2 1","","-66","None","1","","","1000","","672b8950-50ba-11ed-924d-040300000000"
"1223379","1","1","3","","-66","From Rombo and also from the Kimana Market","Rombo","Rombo","Kajiado South","1","","2","","0","","","0","","","","","","1","","2","","1 2","","1","","1","","","500","4","650b7098-50ba-11ed-924d-040300000000"
"1223382","1","1","1","","1","","Kimana","Kimana","Kajiado South","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","54982f1e-50ba-11ed-924d-040300000000"
"1223385","1","1","1","","1","","Olepolos","Rombo","Kajiado south","2","","2","","0","","","","","","","","","","","","","","","","","","","","","","78440634-50ba-11ed-924d-040300000000"
"1223386","1","1","1","","1","","Kisajani","Rombo","Kajiado South","2 -66 5","Purchase Animal feeds.","1","","1","1","","","","","","","","","","","","","","","","","","","","","5ba88a63-50ba-11ed-924d-040300000000"
"1223391","1","1","1","","1","","Ndalala","Rombo","Kajiado South","2 4","","1","","1","1","","","","","","","","","","","","","","","","","","","","","79629698-50ba-11ed-924d-040300000000"
"1223392","1","1","1","","1","","Kuku","Rombo","Kajiado South","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","7726b7b2-50ba-11ed-924d-040300000000"
"1223393","1","1","1","","1","","Ngama","Rombo","Kajiado South","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","67bebeeb-50ba-11ed-924d-040300000000"
"1223394","1","1","1","","1","","Ngularo","Rombo","Kajiado South","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","75e27657-50ba-11ed-924d-040300000000"
"1223451","1","1","1","","1","","Bugumbe","Nyamosense komosoko","Kuria west","2 4 5 6","","1","","0","","","","","","","","","","","","","","","","","","","","","","77a8c920-50ba-11ed-924d-040300000000"
"1223452","1","1","1","","1","","Nyabirangacha","Nyamosense komosoko","Kuria West","4","","1","","1","4","","","","","","","","","","","","","","","","","","","","","57319f39-50ba-11ed-924d-040300000000"
"1223453","1","1","1","","1","","Montemorabu","Nyamosense komosoko","Kuria West","2 4","","1","","0","","","","","","","","","","","","","","","","","","","","","","6100c6bb-50ba-11ed-924d-040300000000"
"1223454","1","1","3","","1","","Bohego","Bukira West","Kuria west","1","","1","","1","","","1","1","","Kohego","Bukira west","Kuria West","1","","1","","1 2 3 8 4","","1","","1","","","1000","8","7d4bbad6-50ba-11ed-924d-040300000000"
"1223455","1","1","1","","1","","Ndonyo","Wasweta II","Suna west","1","","-66","Boda boda","1","1","","","","","","","","","","","","","","","","","","","","","74ce59ba-50ba-11ed-924d-040300000000"
"1223456","1","1","1","","1","","Montemorabu","Nyamosense komosoko","Kuria West","4","","1","","1","4","","","","","","","","","","","","","","","","","","","","","7743c567-50ba-11ed-924d-040300000000"
"1223509","1","1","1","","1","","Muthalani","Endau malalani","Kitui east","2","","-66","Motorbike","1","1 4","","","","","","","","","","","","","","","","","","","","","73617483-50ba-11ed-924d-040300000000"
"1223510","1","1","1","","1","","Manyoeni","Mutitu kaliku","Kitui east","2 4","","-66","Motorbike","1","4","","","","","","","","","","","","","","","","","","","","","7ddd8143-50ba-11ed-924d-040300000000"
"1223511","1","1","1","","1","","Yuku","Endau","Kitui east","6 2","","2","","1","1 4","","","","","","","","","","","","","","","","","","","","","5abde791-50ba-11ed-924d-040300000000"
"1223512","1","1","1","","1","","Kalungu","Endau","Kitui east","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","520f59ce-50ba-11ed-924d-040300000000"
"1223513","1","1","3","","1","","Malathani","Endau","Kitui east","1","","-66","Motorbike","1","1 4 5","","1","3","","Nuu","Nuu","Mwingi central","1","","2","","1 3 -66 8 2 7 4 5","Eyes working, teats all","1 4 5","","1","","","500","12","570451d8-50ba-11ed-924d-040300000000"
"1223553","1","1","1","","1","","Makutano","Endau malalani","Kitui east","2","","1","","1","1","","","","","","","","","","","","","","","","","","","","","667c38e1-50ba-11ed-924d-040300000000"
"1223554","1","1","1","","1","","Kaae","Endau malalani","Kitui east","4 2","","-66","Motorcycle","1","4","","","","","","","","","","","","","","","","","","","","","7e7a0b31-50ba-11ed-924d-040300000000"
"1223555","1","1","4","","","","","","","","","","","","","","1","1","","Nuu","Nuu","Mwingi central","3","","2","","3 5 1","","-66","Mostly goats","1","","","1000","2","5d043c84-50ba-11ed-924d-040300000000"
"1223556","1","1","3","","1","","Buying along the road near endau market and then trading inside the market","Endau malalani","Kitui east","2 1","","2","","1","4","","0","","","","","","1","","-77","","1 2","","4","","1","","","500","4","4b9bdf8b-50ba-11ed-924d-040300000000"
"1223557","1","1","1","","1","","Endau","Endau malalani","Kitui east","1","","-77","","0","","","","","","","","","","","","","","","","","","","","","","69bd29ad-50ba-11ed-924d-040300000000"
"1223666","1","1","4","","","","","","","","","","","","","","1","1","","Baraka","Rombo","Kajiado south ","3","","1","","4 1 5 3 2","","-66","None","1","","","500","1","739e69b2-50ba-11ed-924d-040300000000"
"1223667","1","1","3","","3","","Illasit","Rombo","Kajiado south ","1","","-66","Bought from the market","0","","","1","3","","Kimana","Kimana","Kajiado south ","1","","2","","1","","-66","None","1","","","2000","2","5df35b91-50ba-11ed-924d-040300000000"
"1223737","1","1","3","","3","","Market","Endau malalani","Kitui east","-66","Am buying","-77","","0","","","1","2","","Zombe","Zombe mwitika","Kitui east","8","","2","","1 3","","4","","1","","","1000","4","6b8bb1d8-50ba-11ed-924d-040300000000"
"1223738","1","1","1","","1","","Twambui","Endau malalani","Kitui east","2 4","","-66","Motorcycle","0","","","","","","","","","","","","","","","","","","","","","","64bdf266-50ba-11ed-924d-040300000000"
"1223739","1","1","4","","","","","","","","","","","","","","1","1","","Makayoni","Endau","Kitui east","3 2","","1","","1 3 5","","-66","Na","1","","","0","1","57c77222-50ba-11ed-924d-040300000000"
"1223740","1","1","3","","1","","Endau","Endau malalani","Kitui east","1","","2","","0","","","1","1","","Kikuu","Zombe","Kitui east","1","","-66","Will sell them here","1 3","","-66","N","1","","","0","4","64f49aa6-50ba-11ed-924d-040300000000"
"1223741","1","1","1","","1","","Kalungu","Endau","","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","527364c5-50ba-11ed-924d-040300000000"
"1223913","1","1","1","","1","","Ikasaya","Endau malalani","Kitui east","2 4","","1","","0","","","","","","","","","","","","","","","","","","","","","","798c981b-5183-11ed-924d-040300000000"
"1223914","1","1","3","","1","","Ndetani","Endau malalani","Kitui east","1","","-66","Motorbike","0","","","1","3","","Nuu","Nuu","Mwingi central","1","","2","","1 2 3 4 5","","","","","","","","","7eb23b41-5183-11ed-924d-040300000000"
"1223915","1","1","1","","1","","Kathua","Endau","Kitui east","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","9ee72773-5183-11ed-924d-040300000000"
"1223916","1","1","4","","","","","","","","","","","","","","1","1","","Kathonzweni","Mui","Mwingi central","5 2","","2","","1 2 3 4 5","","4","","0","-66","None","","1","9c87eca3-5183-11ed-924d-040300000000"
"1223917","1","1","1","","1","","Katumbi","Endau","Kitui east","2","","1","","1","","","","","","","","","","","","","","","","","","","","","","a7cf77ef-5183-11ed-924d-040300000000"
"1224119","1","1","1","","1","","Kisasi","Kisasi","Kitui rural","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","a42c9f43-5183-11ed-924d-040300000000"
"1224120","1","1","3","","1","","Kwa muli","Katulani","Kitui rural","1","","-66","Motorbike","0","","","1","2","","Ikanga","Ikanga","Kitui rural","1","","-66","Motorbike","1 2 3 4 5","","4","","1","","","500","2","99cf215c-5183-11ed-924d-040300000000"
"1224122","1","1","1","","1","","Mbitini","Mbitini","Kitui rural","2 4","","-66","Motorbike","1","","","","","","","","","","","","","","","","","","","","","","8e356c1f-5183-11ed-924d-040300000000"
"1224123","1","1","1","","1","","Katwala","Kasasi","Kitui rural","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","8264ccaa-5183-11ed-924d-040300000000"
"1224124","1","1","1","","1","","Katulani","Kisasi","Kitui rural","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","89532b34-5183-11ed-924d-040300000000"
"1224125","1","1","1","","1","","Nguuni","Kisasi","Kitui rural","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","a7c58a2d-5183-11ed-924d-040300000000"
"1224127","1","1","3","","-66","","Don`t know","","","1","","2","","0","","","1","2","","Kariobangi","South c","Nairobi","1","","2","","1 2 3 4 5 7 6","","","","","","","","","895fd4af-5183-11ed-924d-040300000000"
"1224128","1","1","1","","1","","Mosa","Kisasi","Kitui rural","2 4","","1","","1","","","","","","","","","","","","","","","","","","","","","","75bf84e2-5183-11ed-924d-040300000000"
"1224130","1","1","1","","1","","Kasevi","Kisasi","Kitui rural ","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","a4a21b2b-5183-11ed-924d-040300000000"
"1224131","1","1","3","","1","","Nzewani","Nzambani","Kitui east","1","","2","","0","","","0","","","","","","1","","-66","Na","1 3","","-66","Na","1","","","1000","4","8a26c021-5183-11ed-924d-040300000000"
"1224132","1","1","3","","1","","Kanzau","Mbitini","Kitui rural","1","","1","","1","4","","0","","","","","","1","","-66","Na","1 3","","4","","1","","","0","4","9a56052e-5183-11ed-924d-040300000000"
"1224133","1","1","1","","1","","Ndandini","Kisasi","Kitui rural","2","","1","","1","4","","","","","","","","","","","","","","","","","","","","","a598a00a-5183-11ed-924d-040300000000"
"1224134","1","1","1","","1","","Kitungati","Mbitini","Kitui rural","2","","1","","1","4","","","","","","","","","","","","","","","","","","","","","77bdb34f-5183-11ed-924d-040300000000"
"1224135","1","1","3","","3","","Kisasi","Kisasi","Kitui rural","1","","-77","","0","","","1","2","","Kitungati","Kisasi","Kituirural","8","","1","","1 2","","-66","Na","1","","","500","4","a2c50ff8-5183-11ed-924d-040300000000"
"1224136","1","1","1","","1","","Kilevi","Kisasi","Kitui rural","2","","1","","0","","","","","","","","","","","","","","","","","","","","","","98563e37-5183-11ed-924d-040300000000"
